property_id,airbnb_property_id,vrbo_property_id,listing_type,bedrooms,bathrooms,accommodates,rating,reviews,title,revenue_ltm,revenue_potential_ltm,occupancy_rate_ltm,average_daily_rate_ltm,days_available_ltm,market_id,market_name,currency,address_match_confidence,lat,lng,submarket
abnb_48018253,48018253,2794345,entire_place,2.0,2.0,4.0,5.0,219.0,Cozy little house in the heart of the Colonial Zone,25536080.45,26009457.24,20.97,370088.12,329.0,84832,Santo Domingo City,cop,Low,18.47091,-69.88704,141879
abnb_1331307440580469373,1331307440580469373,,entire_place,3.0,2.0,6.0,4.8,13.0,Luxury 3BR Apartment w/ 2 balconies,25246272.9,55668838.8,39.02,525964.02,123.0,84832,Santo Domingo City,cop,Medium,18.4720935,-69.8874046,141879
abnb_1042330222780447650,1042330222780447650,9218426ha,entire_place,2.0,2.0,4.0,4.6,32.0,1D apartment in Colonial area,24226443.8,24729461.66,45.5,239865.79,222.0,84832,Santo Domingo City,cop,High,18.473,-69.88886,141879
abnb_1467032463788944482,1467032463788944482,,entire_place,2.0,1.5,3.0,4.3,24.0,The perfect find in the colonial area,24142069.45,36379578.44,69.83,193136.56,179.0,84832,Santo Domingo City,cop,Medium,18.4697,-69.8894,141879
abnb_926611284158600639,926611284158600639,,entire_place,2.0,2.5,4.0,4.1,15.0,Excellent place to stay at Zona Colonial,23984326.1,24025009.21,38.71,199869.39,310.0,84832,Santo Domingo City,cop,High,18.47,-69.8854,141879
abnb_757272830924860927,757272830924860927,,entire_place,2.0,2.0,5.0,4.6,11.0,2 Spectacular complete suites in the center.,23591801.95,26257994.73,16.73,575409.77,245.0,84832,Santo Domingo City,cop,Medium,18.4741,-69.8839,141879
abnb_1350347796499571072,1350347796499571072,,entire_place,3.0,1.5,6.0,4.3,6.0,"Apt in Colonial Zone w/ A/C, 3BR, 24/7 check in",23580796.6,24351758.05,31.83,256313.02,289.0,84832,Santo Domingo City,cop,Low,18.468866338,-69.890109715,141879
abnb_669669983984418132,669669983984418132,,entire_place,3.0,2.0,6.0,4.6,48.0,Casa Alma…. Enjoyment and comfort in one place,22201459.4,22488002.03,36.81,418895.46,144.0,84832,Santo Domingo City,cop,Medium,18.477008245,-69.886627654,141879
abnb_1145131942592501429,1145131942592501429,,entire_place,2.0,1.0,4.0,,,2 bedroom apart with balcony,21856625.1,42123710.81,100.0,254146.8,86.0,84832,Santo Domingo City,cop,Low,18.47254,-69.88792,141879
abnb_1489264061277392194,1489264061277392194,,entire_place,2.0,2.0,4.0,,,Stay inside history & enjoy modern comfort,20649705.05,43206197.04,36.71,356029.42,158.0,84832,Santo Domingo City,cop,Low,18.47154,-69.88612,141879
abnb_710113138988310938,710113138988310938,,entire_place,2.0,1.5,4.0,4.8,9.0,Lovely apartment colonial zone,20059084.6,20059084.6,38.52,213394.51,244.0,84832,Santo Domingo City,cop,Medium,18.4697,-69.8901,141879
abnb_954418580155119724,954418580155119724,11375391ha,entire_place,2.0,1.0,6.0,4.6,54.0,Don José's little house,19857319.85,20739838.87,41.99,204714.64,231.0,84832,Santo Domingo City,cop,High,18.4722,-69.8905,141879
abnb_1108861601792619017,1108861601792619017,,entire_place,2.0,2.0,4.0,3.0,1.0,Alana Del 1 apartment,18657736.7,19290250.85,63.06,266539.09,111.0,84832,Santo Domingo City,cop,Low,18.47188,-69.88967,141879
abnb_1563741291490950912,1563741291490950912,,entire_place,3.0,3.0,6.0,,,"Colonial Bohío, 3 Rooms. Colonial Zone, Santo Domingo.",18610046.85,30539259.3,55.74,547354.35,61.0,84832,Santo Domingo City,cop,Medium,18.4734,-69.8845,141879
abnb_53232906,53232906,11336626ha,entire_place,2.0,2.0,4.0,4.7,7.0,Santa Barbara's Santo Domingo's cozy home,17733287.3,18047930.26,64.86,184721.75,148.0,84832,Santo Domingo City,cop,Medium,18.4789,-69.8848,141879
abnb_1572694733025081328,1572694733025081328,4994092,entire_place,3.0,4.5,6.0,,,Colonial Home with Private Terrace and Jacuzzi,17696602.8,18643062.9,68.75,804391.01,32.0,84832,Santo Domingo City,cop,High,18.46995,-69.88574,141879
abnb_46432034,46432034,2546504,entire_place,2.0,1.0,6.0,4.8,4.0,La Casa Cacique,17553533.25,20854367.88,68.97,292558.89,87.0,84832,Santo Domingo City,cop,Low,18.47548,-69.88771,141879
abnb_1493732605387913710,1493732605387913710,,entire_place,2.0,2.0,5.0,4.7,34.0,Luxurious apartment,17502174.95,36203492.84,55.41,213441.15,148.0,84832,Santo Domingo City,cop,Medium,18.4698,-69.8887,141879
abnb_1042924543124305337,1042924543124305337,4093725,entire_place,2.0,2.0,4.0,4.6,26.0,Central & Cozy Gem Historic Zone,17271062.6,17430713.54,20.51,308411.84,273.0,84832,Santo Domingo City,cop,Medium,18.4781,-69.8857,141879
abnb_1029379777963032523,1029379777963032523,,entire_place,3.0,3.0,5.0,4.3,22.0,Colonial-style house,17183019.8,17470956.44,17.68,296258.96,328.0,84832,Santo Domingo City,cop,Medium,18.4742,-69.8904,141879
abnb_1350188786625768282,1350188786625768282,,entire_place,2.0,2.0,4.0,,,Casa Hostos 1,17058292.5,17058292.5,58.14,227443.9,129.0,84832,Santo Domingo City,cop,Low,18.471056504,-69.885207566,141879
abnb_48682739,48682739,10855091ha,entire_place,2.0,1.0,4.0,4.8,41.0,Full apartment colonial zone 2 rooms,16845522.4,38847931.7,100.0,183103.51,92.0,84832,Santo Domingo City,cop,Low,18.46967,-69.88874,141879
abnb_30924190,30924190,,entire_place,9.0,9.5,16.0,4.2,4.0,DR 9BR Colonial Oceanview Residence+ Free Bonus,16522698.8,27569722.39,15.62,3304539.76,32.0,84832,Santo Domingo City,cop,Low,18.46963,-69.88961,141879
abnb_814535155902569677,814535155902569677,,entire_place,2.0,1.0,5.0,4.6,44.0,Historic apartment in the heart of Zona Colonial,16438324.45,16967681.79,35.46,164383.24,282.0,84832,Santo Domingo City,cop,Medium,18.4709,-69.8839,141879
abnb_1339255698787938411,1339255698787938411,,entire_place,2.0,2.0,4.0,5.0,7.0,Michelangelo  and Leonardo,15891725.4,27083469.34,30.09,244488.11,216.0,84832,Santo Domingo City,cop,Low,18.47134,-69.88841,141879
abnb_1118885774369887714,1118885774369887714,,entire_place,2.0,2.0,4.0,,,Centrally located 2D accommodation,15623928.55,15816742.28,64.35,211134.17,115.0,84832,Santo Domingo City,cop,Low,18.47348,-69.89107,141879
abnb_1542920214500211788,1542920214500211788,,entire_place,6.0,6.0,12.0,5.0,1.0,"Bohío Colonial, Entero, Zona Colonial Santo Domingo.",15598249.4,90462766.41,37.21,974890.59,43.0,84832,Santo Domingo City,cop,Medium,18.4742,-69.8847,141879
abnb_1445813156462769782,1445813156462769782,,entire_place,2.0,3.0,4.0,5.0,12.0,Luxurious Colonial Apartment,15583575.6,22254725.29,33.78,311671.51,148.0,84832,Santo Domingo City,cop,Low,18.469511239,-69.884361458,141879
abnb_49404728,49404728,2973536,entire_place,2.0,2.0,5.0,4.2,84.0,Harmony 2BR Condo in the Heart of Zona Colonial,15286431.15,15430307.76,14.87,382160.78,269.0,84832,Santo Domingo City,cop,Low,18.46944,-69.89006,141879
abnb_1555994701358646513,1555994701358646513,,entire_place,3.0,3.0,6.0,5.0,1.0,Casita 103 Guest House - Zona Colonial,15000292.05,71414816.68,62.16,652186.62,37.0,84832,Santo Domingo City,cop,Low,18.46955,-69.88738,141879
abnb_1504275341527937223,1504275341527937223,,entire_place,3.0,2.0,6.0,4.0,4.0,Cozy Apt w/ Balcony & Parking – Zona Colonial,14945265.3,25559485.16,47.55,219783.32,143.0,84832,Santo Domingo City,cop,Medium,18.4707,-69.8909,141879
abnb_1503773227680554818,1503773227680554818,,entire_place,3.0,2.0,6.0,4.9,15.0,Colonial Park View—Spacious 3BR with Balcony,14171222.35,25362856.24,53.49,308070.06,86.0,84832,Santo Domingo City,cop,Medium,18.4698,-69.8851,141879
abnb_1528471732243890965,1528471732243890965,,entire_place,2.0,2.0,4.0,5.0,1.0,"Peaceful 2BR Apartment with Balcony, Zona Colonial",13819051.15,39394053.85,51.55,276381.02,97.0,84832,Santo Domingo City,cop,Low,18.47088,-69.88444,141879
abnb_2798984,2798984,,entire_place,2.0,2.0,3.0,4.5,26.0,Balcony of Zona Colonial,13488890.65,13918759.62,51.69,126064.4,207.0,84832,Santo Domingo City,cop,Low,18.47279,-69.88707,141879
vrbo_4185052,,4185052,entire_place,2.0,1.0,6.0,4.9,,RCCdominican,13147724.8,13357706.88,36.48,226684.91,159.0,84832,Santo Domingo City,cop,Low,18.475254,-69.88316,141879
abnb_1183463872604502656,1183463872604502656,,entire_place,2.0,1.0,4.0,4.7,6.0,"Facing the sea, Zona Colonial.",12817564.3,18835693.21,69.32,210124.01,88.0,84832,Santo Domingo City,cop,Low,18.46944,-69.88791,141879
abnb_1563746305010014388,1563746305010014388,,entire_place,2.0,2.0,4.0,,,"Colonial Bohío, 2 Rooms. Colonial Zone, Santo Domingo.",12755200.65,59696393.37,55.74,375152.98,61.0,84832,Santo Domingo City,cop,Medium,18.4734,-69.8845,141879
abnb_993710433842566929,993710433842566929,,entire_place,2.0,1.0,4.0,4.7,21.0,Classic Colonial Zone Apartment,12535093.65,12699550.26,49.32,171713.61,148.0,84832,Santo Domingo City,cop,Low,18.47803,-69.88566,141879
abnb_827348302305211800,827348302305211800,,entire_place,2.0,2.0,4.0,4.6,5.0,Colonial Experience Apt B,12065532.05,12098438.05,25.31,294281.26,162.0,84832,Santo Domingo City,cop,Medium,18.4689,-69.8894,141879
abnb_1334279655269326330,1334279655269326330,,entire_place,2.0,2.0,4.0,5.0,1.0,"Colonial City, Stylish 2br, 2 baths, huge balcony",11687681.7,19914034.09,20.48,343755.34,166.0,84832,Santo Domingo City,cop,Low,18.471236612,-69.88540328,141879
abnb_23548479,23548479,,entire_place,2.0,2.0,4.0,4.7,30.0,"Santo Domingo Colonial City, Comfy  1-4 Guests",11625318.05,34740845.14,36.59,258340.41,123.0,84832,Santo Domingo City,cop,Medium,18.478,-69.8853,141879
abnb_1191262877629578755,1191262877629578755,,entire_place,3.0,3.0,10.0,5.0,3.0,Historic Home in Zona Colonial,11386868.8,84475782.64,11.43,1423358.6,70.0,84832,Santo Domingo City,cop,Medium,18.4704,-69.8881,141879
vrbo_4247974,,4247974,entire_place,2.0,1.0,4.0,4.5,4.0,Casa La María Ciudad Colonial - 2BA,10572472.9,18348523.05,29.66,245871.46,145.0,84832,Santo Domingo City,cop,Low,18.470936,-69.88805,141879
abnb_1551621465794310079,1551621465794310079,,entire_place,5.0,5.0,10.0,5.0,2.0,"Bohio Colonial 5 Rooms. Colonial Zone, Santo Domingo.",10524783.05,75508256.62,32.5,809598.67,40.0,84832,Santo Domingo City,cop,Low,18.47224,-69.88427,141879
abnb_3344589,3344589,1328602,entire_place,2.0,1.0,4.0,4.8,301.0,Regina's Alley,10506440.8,46525520.65,54.69,300184.04,64.0,84832,Santo Domingo City,cop,Low,18.469,-69.88842,141879
abnb_868069224550765634,868069224550765634,,entire_place,3.0,1.0,6.0,4.8,85.0,Centric historical house in the colonial zone D.R,10499103.9,10499103.9,15.18,362038.05,191.0,84832,Santo Domingo City,cop,Medium,18.4698,-69.888,141879
abnb_1506081302605310831,1506081302605310831,,entire_place,2.0,1.0,6.0,5.0,3.0,Casa Taina,10256986.2,31214547.57,40.28,353689.19,72.0,84832,Santo Domingo City,cop,Medium,18.4706,-69.8879,141879
abnb_1075206086597480915,1075206086597480915,,entire_place,2.0,2.0,4.0,5.0,1.0,Colonial area. Spacious apartment,9651691.95,14779561.41,73.58,247479.29,53.0,84832,Santo Domingo City,cop,Medium,18.4727691,-69.8907425,141879
abnb_1072443205986713579,1072443205986713579,,entire_place,2.0,2.5,7.0,4.9,14.0,New 2 Bd Apt in Colonial Zone |Casa Altagracia II,9596665.2,51576389.35,100.0,218106.02,44.0,84832,Santo Domingo City,cop,Low,18.46892,-69.8901,141879
abnb_1384341849709214108,1384341849709214108,,entire_place,3.0,1.0,6.0,,,In the heart of the neighborhood,8503467.1,15453712.47,46.0,369715.97,50.0,84832,Santo Domingo City,cop,Medium,18.4688,-69.8879,141879
abnb_1568966176801464327,1568966176801464327,,entire_place,2.0,1.0,4.0,4.7,11.0,Red Door Colonial Zone Apartment with indoor terrace,8309039.25,28795938.49,76.09,237401.14,46.0,84832,Santo Domingo City,cop,Low,18.47107,-69.88905,141879
abnb_1399850217263735354,1399850217263735354,,entire_place,2.0,1.0,2.0,,,tour spece colonial,8268686.3,12826515.32,47.57,168748.7,103.0,84832,Santo Domingo City,cop,Low,18.470590922,-69.890429824,141879
abnb_1598585652738518999,1598585652738518999,,entire_place,3.0,4.5,6.0,,,Colonial Home with Private Terrace and Jacuzzi,7483638.0,99929495.11,57.14,935454.75,14.0,84832,Santo Domingo City,cop,Low,18.470929155,-69.883621304,141879
abnb_47504157,47504157,3056855,entire_place,3.0,2.0,6.0,4.8,11.0,Cosy & Authentic Parkside 3BR House -Colonial Zone,6841659.25,35667862.45,26.03,360087.35,73.0,84832,Santo Domingo City,cop,Medium,18.477873,-69.885925,141879
abnb_1560472358484711108,1560472358484711108,,entire_place,2.0,1.0,4.0,,,Colonial Area | Tourist | Central | stayInn,6830653.9,16120086.41,80.7,148492.47,57.0,84832,Santo Domingo City,cop,Medium,18.4744,-69.8888,141879
vrbo_4386774,,4386774,entire_place,2.0,0.5,24.0,,,"Cozy 2 Spaces Divided in 2 capsules  house in enjoyable Santo Domingo, WiFi, AC",6603210.0,7589289.36,63.83,110053.5,94.0,84832,Santo Domingo City,cop,Low,18.476215,-69.882324,141879
abnb_822098251626361251,822098251626361251,,entire_place,2.0,2.0,4.0,3.0,1.0,Location! Location! Perfect location!,6493156.5,20405716.44,30.28,151003.64,142.0,84832,Santo Domingo City,cop,Low,18.472477089,-69.886763264,141879
abnb_1195763852027937396,1195763852027937396,4121907,entire_place,2.0,2.0,4.0,5.0,4.0,Enriquillo|2Bedroom@Casaareito,6401445.25,64187493.29,100.0,304830.73,21.0,84832,Santo Domingo City,cop,Medium,18.4699,-69.8899,141879
abnb_1567037233972627062,1567037233972627062,,entire_place,4.0,2.0,8.0,4.7,3.0,Zona Colonial 4BR Double Apartment,6361092.3,28122484.44,31.58,530091.03,38.0,84832,Santo Domingo City,cop,Medium,18.4744,-69.8907,141879
abnb_52104372,52104372,,entire_place,2.0,1.0,4.0,4.7,53.0,Entire Apartment - Colonial Zone - Santo Domingo,5964899.7,6305331.86,14.01,205686.2,207.0,84832,Santo Domingo City,cop,Low,18.4779,-69.88417,141879
abnb_1563736318467849934,1563736318467849934,,entire_place,4.0,4.0,8.0,5.0,1.0,"Bohío Colonial, 4 rooms. Colonial Zone, Santo Domingo.",5836503.95,55835056.27,20.59,833786.3,34.0,84832,Santo Domingo City,cop,Medium,18.4734,-69.8845,141879
abnb_1355920705325321958,1355920705325321958,,entire_place,6.0,6.0,11.0,5.0,1.0,Colonial Renaissance,5557701.75,46571119.49,6.85,1111540.35,73.0,84832,Santo Domingo City,cop,Medium,18.472805247,-69.889692664,141879
abnb_44228881,44228881,,entire_place,2.0,1.5,4.0,4.9,35.0,Comfortable apartment in the Historic Center,5150503.8,22461992.72,100.0,183946.56,28.0,84832,Santo Domingo City,cop,Low,18.47263,-69.88529,141879
abnb_1573537252415139807,1573537252415139807,,entire_place,2.0,1.0,4.0,4.0,3.0,Colonial zone Céntrico apt 2 rooms 2 bed +wifi,5069797.9,24718493.0,58.14,202791.92,43.0,84832,Santo Domingo City,cop,Medium,18.4721,-69.8904,141879
abnb_1376296684017517889,1376296684017517889,,entire_place,2.0,1.0,4.0,,,India • Heart of El Conde • 1,4886375.4,6582666.68,30.77,203598.97,78.0,84832,Santo Domingo City,cop,Medium,18.4686,-69.89,141879
abnb_1379303129127669001,1379303129127669001,,entire_place,2.0,1.0,4.0,5.0,5.0,Loft Colonial Moderno con Mezzanine 4 pax,4629583.9,33493058.55,15.62,308638.91,96.0,84832,Santo Domingo City,cop,Medium,18.479342581,-69.884104952,141879
abnb_1260895887964921543,1260895887964921543,4158026,entire_place,2.0,1.0,4.0,5.0,2.0,Beautiful 2BD House ColonialZone,4607573.2,29087690.32,26.03,242503.84,73.0,84832,Santo Domingo City,cop,Medium,18.477995576,-69.885998927,141879
abnb_1414765697967457964,1414765697967457964,,entire_place,2.0,1.0,4.0,5.0,2.0,"Tourist area, 2BR. Unique|SimplyStayDr",4559883.35,9643144.46,23.86,217137.3,88.0,84832,Santo Domingo City,cop,Low,18.475728184,-69.887388594,141879
abnb_16861324,16861324,,entire_place,3.0,2.0,6.0,4.8,42.0,"One block from the Ocean, City Center",4552546.45,14332010.51,19.35,252919.23,93.0,84832,Santo Domingo City,cop,Low,18.46874,-69.88947,141879
abnb_1192910655006401021,1192910655006401021,,entire_place,3.0,3.0,6.0,5.0,3.0,The Best House,4013284.3,28971510.51,17.39,334440.35,69.0,84832,Santo Domingo City,cop,Low,18.47082,-69.88535,141879
abnb_1380420087837362116,1380420087837362116,,entire_place,3.0,2.0,5.0,,,Cozy in the Colonial Zone,3800514.2,6809010.04,28.95,345501.28,38.0,84832,Santo Domingo City,cop,Medium,18.46947097,-69.889422096,141879
abnb_1135608806382637682,1135608806382637682,,entire_place,3.0,2.0,6.0,,,Classic Apartment in the Z/C,3771166.6,3771166.6,8.26,419018.5,109.0,84832,Santo Domingo City,cop,Medium,18.4767,-69.8849,141879
abnb_1219903489483157305,1219903489483157305,,entire_place,3.0,3.0,6.0,5.0,2.0,Shelter of colors,3760161.25,13977674.93,17.39,313346.76,69.0,84832,Santo Domingo City,cop,Medium,18.4697,-69.8853,141879
abnb_1380483953238341422,1380483953238341422,,entire_place,4.0,5.5,8.0,,,Casa Colonial - Colonial House,3701466.05,34166696.03,3.57,3701466.05,28.0,84832,Santo Domingo City,cop,Low,18.474753225,-69.887049501,141879
abnb_1108679714406683584,1108679714406683584,11593836ha,entire_place,2.0,1.0,6.0,5.0,7.0,Charming Colonial Santo Domingo,3532717.35,3532717.35,9.57,392524.15,94.0,84832,Santo Domingo City,cop,High,18.46874,-69.88538,141879
abnb_1503444440405552836,1503444440405552836,,entire_place,2.0,1.0,4.0,4.0,1.0,"Zona Colonial, 2BR. Unique | HappyStayDr",3074161.1,17064748.97,20.25,192135.07,79.0,84832,Santo Domingo City,cop,Low,18.4753,-69.88936,141879
abnb_1546647313207121318,1546647313207121318,,entire_place,2.0,1.0,4.0,4.8,4.0,Zona Colonial Two-Bedroom Apartment,2681636.95,19224475.54,17.39,223469.75,69.0,84832,Santo Domingo City,cop,Medium,18.4744,-69.8907,141879
abnb_1545898334739728031,1545898334739728031,,entire_place,2.0,1.0,4.0,5.0,2.0,Zona Colonial Central Apartment,2571583.45,19282400.37,15.62,257158.34,64.0,84832,Santo Domingo City,cop,Medium,18.4744,-69.8907,141879
vrbo_4810681,,4810681,entire_place,2.0,1.0,4.0,,,2-bedroom apartment in fabulous Santo Domingo with AC,2428513.9,8785314.11,20.63,186808.76,63.0,84832,Santo Domingo City,cop,Low,18.478174,-69.88404,141879
abnb_1555999119864261297,1555999119864261297,,entire_place,2.0,2.0,4.0,5.0,1.0,"Entire Apartment, Colonial Area",2046995.1,22919154.96,31.71,157461.16,41.0,84832,Santo Domingo City,cop,Medium,18.4698,-69.8905,141879
abnb_905173865291828726,905173865291828726,,entire_place,2.0,1.0,2.0,5.0,4.0,Apartotel La Fonte 104,1999305.25,4239884.46,53.45,64493.72,58.0,84832,Santo Domingo City,cop,Medium,18.4732,-69.8896,141879
abnb_1450130032268676623,1450130032268676623,,entire_place,3.0,3.0,4.0,,,A beachfront paradise awaits you,1878246.4,9045407.22,18.75,313041.08,32.0,84832,Santo Domingo City,cop,Medium,18.4680138,-69.8898468,141879
abnb_916212972815947476,916212972815947476,,entire_place,2.0,2.0,4.0,4.8,37.0,Colonial Loft Hermanas Mirabal Santo Domingo 3,1775529.8,32186466.72,7.81,355105.96,64.0,84832,Santo Domingo City,cop,Low,18.47315,-69.88912,141879
abnb_1145627008306730164,1145627008306730164,,entire_place,2.0,2.0,4.0,5.0,2.0,Historical and Magical Getaways,1599444.2,63302589.78,6.9,799722.1,29.0,84832,Santo Domingo City,cop,Medium,18.4735,-69.8878,141879
abnb_1386971567654212237,1386971567654212237,,entire_place,4.0,4.0,10.0,,,4 bedroom apartment with 5 beds for 10 people,1496727.6,5741564.46,10.0,498909.2,30.0,84832,Santo Domingo City,cop,Low,18.467987084,-69.889213251,141879
abnb_1387086805027752673,1387086805027752673,,entire_place,3.0,3.0,6.0,,,Donatello and Botticelli,1423358.6,13937725.51,6.9,711679.3,29.0,84832,Santo Domingo City,cop,Low,18.472550585,-69.888828016,141879
abnb_1521202743460107927,1521202743460107927,,entire_place,2.0,1.0,4.0,5.0,3.0,Beautiful Colonial Residence.,1353658.05,22858882.32,7.25,270731.61,69.0,84832,Santo Domingo City,cop,Low,18.468582179,-69.886218173,141879
abnb_1024017116724388762,1024017116724388762,3802380,entire_place,2.0,0.0,4.0,3.6,8.0,Colonial area apartment,1335315.8,1444488.87,13.51,133531.58,74.0,84832,Santo Domingo City,cop,High,18.47255,-69.89054,141879
abnb_849202716451040177,849202716451040177,,entire_place,2.0,2.0,4.0,4.8,24.0,Charming-2BR-Apart-HeartofCallejonRegina-YellowKey,1276620.6,22210924.0,12.9,319155.15,31.0,84832,Santo Domingo City,cop,Medium,18.4704,-69.887,141879
abnb_1350268789629509421,1350268789629509421,,entire_place,3.0,3.0,6.0,,,"Michelangelo, Leonardo and Donatello",1276620.6,8632853.33,8.11,425540.2,37.0,84832,Santo Domingo City,cop,High,18.472700369,-69.890535979,141879
abnb_1524989464721103613,1524989464721103613,,entire_place,2.0,2.0,4.0,4.0,4.0,Comfortable apartment in the colonial area,1265615.25,20096869.63,11.67,180802.17,60.0,84832,Santo Domingo City,cop,Medium,18.4727736,-69.8907557,141879
abnb_1244172948956449859,1244172948956449859,4121905,entire_place,2.0,2.0,4.0,,,Charming-2BR-Apart-HeartofCallejonRegina-YellowKey,1027166.0,18982761.37,12.9,256791.5,31.0,84832,Santo Domingo City,cop,Low,18.46913,-69.88642,141879
abnb_644155421197932950,644155421197932950,,entire_place,2.0,1.0,4.0,4.8,6.0,Newly Renovated 2bed in the Heart of the Capital.,1012492.2,1012492.2,25.0,168748.7,24.0,84832,Santo Domingo City,cop,Low,18.47526,-69.88832,141879
abnb_1109816607869215877,1109816607869215877,11699825ha,entire_place,3.0,2.0,6.0,4.1,9.0,La Riviera Place @Zona Colonial Santo Domingo,451219.35,451219.35,3.57,451219.35,28.0,84832,Santo Domingo City,cop,Low,18.47835,-69.88196,141879
abnb_1359049571896689384,1359049571896689384,,entire_place,2.0,1.0,5.0,5.0,3.0,Apartment in Ciudad Colonial Huge 2 Bdrm + Sunroom,410866.4,410866.4,100.0,205433.2,2.0,84832,Santo Domingo City,cop,High,18.4729,-69.8901,141879
abnb_1540145421619562093,1540145421619562093,,entire_place,2.0,2.0,4.0,,,cozy apartment  close to downtown,396192.6,24685697.06,6.9,198096.3,29.0,84832,Santo Domingo City,cop,Medium,18.4698301,-69.8886545,141879
vrbo_4249278,,4249278,entire_place,2.0,1.0,4.0,,,Casa La Maria Ciudad Colonial - 2BA,256791.5,1256077.28,3.57,256791.5,28.0,84832,Santo Domingo City,cop,Low,18.469364,-69.88856,141879
abnb_567534259556405496,567534259556405496,,entire_place,2.0,2.0,4.0,4.7,31.0,BOUTIQUE APT COLONIAL ZONE,0.0,8792944.49,0.0,0.0,27.0,84832,Santo Domingo City,cop,High,18.46986,-69.89035,141879
abnb_943524335428602186,943524335428602186,,entire_place,2.0,1.0,4.0,4.7,3.0,Apartment overlooking the Rio.,0.0,4601043.36,0.0,0.0,1.0,84832,Santo Domingo City,cop,Medium,18.4797,-69.8836,141879
